Device: Tesla V100-SXM2-32GB
Transfer size (MB): 64
Single Precision
Offset, Bandwidth (GB/s):
0, 718.390808
1, 714.285767
2, 710.227295
3, 710.227295
4, 714.285767
5, 710.227295
6, 714.285767
7, 710.227295
8, 722.543396
9, 714.285767
10, 714.285767
11, 714.285767
12, 706.214722
13, 710.227295
14, 710.227295
15, 710.227295
16, 714.285767
17, 706.214722
18, 706.214722
19, 710.227295
20, 706.214722
21, 710.227295
22, 710.227295
23, 710.227295
24, 714.285767
25, 710.227295
26, 710.227295
27, 710.227295
28, 710.227295
29, 710.227295
30, 710.227295
31, 714.285767
32, 718.390808

Stride, Bandwidth (GB/s):
1, 722.543396
2, 376.506042
3, 257.201630
4, 179.083084
5, 130.890060
6, 106.022049
7, 89.863411
8, 76.546234
9, 67.132118
10, 58.548012
11, 56.637970
12, 52.235687
13, 48.374615
14, 45.854733
15, 43.538837
16, 45.289856
17, 41.597336
18, 41.848007
19, 38.473377
20, 37.158146
21, 41.308659
22, 40.836327
23, 39.644783
24, 40.505508
25, 41.281372
26, 40.849674
27, 38.367096
28, 39.859695
29, 39.123631
30, 38.604076
31, 39.569485
32, 40.836327
Device: NVIDIA A100-PCIE-40GB
Transfer size (MB): 64
Single Precision
Offset, Bandwidth (GB/s):
0, 939.849670
1, 912.408813
2, 912.408813
3, 912.408813
4, 925.925964
5, 912.408813
6, 912.408813
7, 905.797058
8, 919.117615
9, 912.408813
10, 912.408813
11, 912.408813
12, 912.408813
13, 905.797058
14, 912.408813
15, 905.797058
16, 905.797058
17, 899.280579
18, 899.280579
19, 892.857117
20, 899.280579
21, 892.857117
22, 892.857117
23, 892.857117
24, 905.797058
25, 905.797058
26, 905.797058
27, 905.797058
28, 912.408813
29, 899.280579
30, 912.408813
31, 892.857117
32, 932.835815

Stride, Bandwidth (GB/s):
1, 946.969666
2, 631.313171
3, 423.728821
4, 319.693085
5, 255.102036
6, 210.792587
7, 179.597702
8, 156.641602
9, 146.028030
10, 137.969101
11, 129.132233
12, 123.031487
13, 114.678894
14, 108.038033
15, 100.725220
16, 95.419853
17, 91.374268
18, 89.221985
19, 85.149864
20, 83.556152
21, 79.974403
22, 80.128204
23, 80.282593
24, 82.726669
25, 77.447342
26, 77.255875
27, 74.360497
28, 77.978790
29, 70.982399
30, 71.143997
31, 68.870522
32, 71.715431
