Device: Tesla V100-SXM2-32GB
Transfer size (MB): 64
Single Precision
Offset, Bandwidth (GB/s):
0, 726.744202
1, 714.285767
2, 714.285767
3, 710.227295
4, 714.285767
5, 710.227295
6, 714.285767
7, 718.390808
8, 722.543396
9, 714.285767
10, 714.285767
11, 718.390808
12, 714.285767
13, 710.227295
14, 714.285767
15, 714.285767
16, 718.390808
17, 710.227295
18, 714.285767
19, 710.227295
20, 714.285767
21, 710.227295
22, 710.227295
23, 710.227295
24, 718.390808
25, 714.285767
26, 714.285767
27, 714.285767
28, 710.227295
29, 710.227295
30, 710.227295
31, 710.227295
32, 722.543396

Stride, Bandwidth (GB/s):
1, 726.744202
2, 377.643524
3, 257.201630
4, 170.299728
5, 126.262627
6, 105.307503
7, 89.734383
8, 76.034065
9, 66.207626
10, 58.575447
11, 56.689342
12, 52.257523
13, 48.600311
14, 45.770779
15, 43.508530
16, 45.224312
17, 41.377029
18, 41.820007
19, 38.402458
20, 37.268932
21, 41.322315
22, 41.159039
23, 39.910599
24, 40.296581
25, 41.186161
26, 41.226913
27, 38.868160
28, 40.141296
29, 39.197239
30, 39.050297
31, 39.669945
32, 40.663631
Device: NVIDIA A100-PCIE-40GB
Transfer size (MB): 64
Single Precision
Offset, Bandwidth (GB/s):
0, 1157.407349
1, 1116.071411
2, 1126.126099
3, 1126.126099
4, 1126.126099
5, 1116.071411
6, 1126.126099
7, 1116.071411
8, 1136.363647
9, 1126.126099
10, 1126.126099
11, 1126.126099
12, 1136.363647
13, 1116.071411
14, 1136.363647
15, 1116.071411
16, 1126.126099
17, 1106.194702
18, 1116.071411
19, 1106.194702
20, 1126.126099
21, 1116.071411
22, 1116.071411
23, 1106.194702
24, 1116.071411
25, 1116.071411
26, 1116.071411
27, 1116.071411
28, 1116.071411
29, 1106.194702
30, 1116.071411
31, 1116.071411
32, 1146.788940

Stride, Bandwidth (GB/s):
1, 1157.407349
2, 654.450256
3, 434.027771
4, 325.520813
5, 259.875275
6, 214.776627
7, 184.365784
8, 160.668381
9, 150.602417
10, 141.723358
11, 133.262268
12, 126.390297
13, 118.483414
14, 112.511253
15, 105.307503
16, 100.725220
17, 96.899223
18, 95.347069
19, 91.174324
20, 89.094795
21, 85.149864
22, 84.631012
23, 82.671959
24, 83.780167
25, 78.468300
26, 78.222778
27, 74.760765
28, 74.404762
29, 71.756599
30, 71.633240
31, 67.971725
32, 70.982399
