Device: Tesla V100-SXM2-32GB
Transfer size (MB): 64
Single Precision
Offset, Bandwidth (GB/s):
0, 290.697693
1, 290.697693
2, 290.697693
3, 290.697693
4, 290.697693
5, 290.023193
6, 290.023193
7, 290.697693
8, 290.023193
9, 290.023193
10, 290.023193
11, 290.697693
12, 290.697693
13, 290.697693
14, 290.023193
15, 290.697693
16, 290.023193
17, 290.023193
18, 290.023193
19, 290.697693
20, 290.697693
21, 290.023193
22, 290.023193
23, 290.023193
24, 290.697693
25, 290.697693
26, 290.023193
27, 290.697693
28, 290.697693
29, 290.697693
30, 290.023193
31, 290.023193
32, 290.697693

Stride, Bandwidth (GB/s):
1, 290.697693
2, 290.023193
3, 249.003998
4, 162.337662
5, 127.551018
6, 104.690117
7, 88.967972
8, 75.030014
9, 66.137566
10, 58.275059
11, 56.407940
12, 52.083332
13, 48.169556
14, 45.570545
15, 43.327557
16, 45.191612
17, 41.254124
18, 41.569668
19, 38.343559
20, 37.224541
21, 40.929928
22, 39.923347
23, 39.846989
24, 40.400776
25, 41.010498
26, 41.104897
27, 38.273117
28, 39.808918
29, 38.868160
30, 39.246468
31, 39.582012
32, 40.729877
Device: NVIDIA A100-PCIE-40GB
Transfer size (MB): 64
Single Precision
Offset, Bandwidth (GB/s):
0, 357.142883
1, 355.113647
2, 357.142883
3, 355.113647
4, 357.142883
5, 356.125366
6, 357.142883
7, 356.125366
8, 357.142883
9, 356.125366
10, 357.142883
11, 356.125366
12, 356.125366
13, 357.142883
14, 357.142883
15, 356.125366
16, 357.142883
17, 355.113647
18, 357.142883
19, 356.125366
20, 357.142883
21, 356.125366
22, 357.142883
23, 355.113647
24, 356.125366
25, 356.125366
26, 356.125366
27, 357.142883
28, 357.142883
29, 356.125366
30, 357.142883
31, 356.125366
32, 357.142883

Stride, Bandwidth (GB/s):
1, 356.125366
2, 357.142883
3, 357.142883
4, 322.997406
5, 256.673492
6, 212.224106
7, 182.215744
8, 159.033081
9, 148.456055
10, 139.664810
11, 131.164749
12, 124.378113
13, 116.604477
14, 110.619469
15, 102.880653
16, 98.892410
17, 93.632957
18, 92.661232
19, 88.778412
20, 86.266396
21, 81.221573
22, 81.645981
23, 78.125000
24, 83.500336
25, 73.877068
26, 74.096024
27, 70.185287
28, 73.964500
29, 66.737854
30, 66.952332
31, 67.240456
32, 66.032753
