Device: Tesla V100-SXM2-32GB
Transfer size (MB): 64
Single Precision
Offset, Bandwidth (GB/s):
0, 573.394470
1, 573.394470
2, 573.394470
3, 570.776245
4, 573.394470
5, 573.394470
6, 573.394470
7, 573.394470
8, 573.394470
9, 573.394470
10, 573.394470
11, 573.394470
12, 570.776245
13, 570.776245
14, 573.394470
15, 573.394470
16, 573.394470
17, 573.394470
18, 573.394470
19, 570.776245
20, 573.394470
21, 573.394470
22, 573.394470
23, 570.776245
24, 570.776245
25, 573.394470
26, 573.394470
27, 573.394470
28, 573.394470
29, 573.394470
30, 573.394470
31, 570.776245
32, 576.036865

Stride, Bandwidth (GB/s):
1, 570.776245
2, 378.787872
3, 258.264465
4, 161.917099
5, 127.032516
6, 104.602509
7, 88.526909
8, 74.850296
9, 66.524750
10, 58.302238
11, 56.586689
12, 52.170280
13, 48.225311
14, 45.587162
15, 43.493389
16, 44.964027
17, 41.199734
18, 41.597336
19, 38.284840
20, 37.080986
21, 41.445625
22, 40.374676
23, 40.597599
24, 40.426907
25, 41.172596
26, 41.834003
27, 38.856075
28, 39.834290
29, 39.160400
30, 39.732994
31, 39.910599
32, 39.821602
Device: NVIDIA A100-PCIE-40GB
Transfer size (MB): 64
Single Precision
Offset, Bandwidth (GB/s):
0, 694.444458
1, 690.607727
2, 698.324036
3, 694.444458
4, 698.324036
5, 694.444458
6, 694.444458
7, 694.444458
8, 694.444458
9, 694.444458
10, 694.444458
11, 694.444458
12, 694.444458
13, 690.607727
14, 694.444458
15, 694.444458
16, 698.324036
17, 694.444458
18, 698.324036
19, 690.607727
20, 698.324036
21, 694.444458
22, 698.324036
23, 694.444458
24, 694.444458
25, 690.607727
26, 698.324036
27, 694.444458
28, 694.444458
29, 694.444458
30, 698.324036
31, 690.607727
32, 694.444458

Stride, Bandwidth (GB/s):
1, 698.324036
2, 641.025635
3, 428.082184
4, 322.164948
5, 255.623718
6, 211.864410
7, 181.950516
8, 159.033081
9, 148.632584
10, 139.821030
11, 131.578949
12, 124.378113
13, 116.822433
14, 110.424026
15, 102.965401
16, 98.658249
17, 93.005951
18, 91.174324
19, 86.745316
20, 85.207909
21, 79.516541
22, 80.231064
23, 75.849518
24, 77.639748
25, 71.592209
26, 71.797821
27, 68.045723
28, 67.861015
29, 67.276642
30, 68.306015
31, 64.004097
32, 63.004032
